lokasi,komoditas,tanggal,suhu_c,curah_hujan_mm,ph_tanah,produksi_kg,permintaan_kg,harga_per_kg,distribusi_jam,gap
Semarang,Padi,2026-02-20,30.4,6.6,6.4,5150,5419,13373,5,-269
Semarang,Padi,2026-01-27,31.0,9.7,6.56,4838,5374,17696,4,-536
Malang,Padi,2026-01-09,27.0,3.2,6.66,5034,5434,15316,5,-400
Semarang,Padi,2026-03-03,27.0,16.0,6.16,4850,5111,17277,4,-261
Malang,Padi,2026-04-01,28.8,0.6,6.46,4904,4972,12375,4,-68
Semarang,Cabai,2026-04-22,26.5,9.8,6.34,645,1034,33429,5,-389
Malang,Cabai,2026-04-04,26.9,12.9,6.36,846,1509,36729,4,-663
Malang,Cabai,2026-02-10,30.0,0.0,6.38,1814,803,35917,7,1011
Malang,Cabai,2026-04-24,29.6,2.7,6.48,793,974,33180,4,-181
Semarang,Cabai,2026-03-28,29.4,0.0,6.36,1574,1049,33408,6,525
Semarang,Cabai,2026-04-20,26.6,10.9,6.53,768,991,37438,5,-223
Semarang,Cabai,2026-03-22,29.9,1.2,6.18,877,1443,39538,5,-566
Malang,Padi,2026-01-14,29.8,4.1,6.4,4954,5312,17810,4,-358
Semarang,Padi,2026-02-28,29.2,3.3,6.8,4388,5192,17874,5,-804
Semarang,Cabai,2026-01-08,29.3,8.3,6.29,1290,462,31576,7,828
Malang,Cabai,2026-04-23,29.1,6.4,6.37,696,1196,38224,5,-500
Malang,Cabai,2026-04-18,27.9,16.4,6.44,740,1021,36043,4,-281
Semarang,Cabai,2026-03-25,28.4,14.4,6.27,1011,574,31732,5,437
Semarang,Cabai,2026-01-17,32.5,6.4,6.55,718,830,39206,7,-112
Semarang,Padi,2026-01-13,29.9,6.3,6.33,4889,5901,19844,6,-1012
Malang,Cabai,2026-04-07,31.6,0.5,6.41,1436,1013,32599,7,423
Malang,Padi,2026-03-22,26.3,10.4,6.46,4348,4370,12986,4,-22
Malang,Padi,2026-03-22,33.7,8.5,5.98,4905,4964,11341,6,-59
Semarang,Cabai,2026-04-15,31.2,12.2,6.97,527,451,36005,4,76
Semarang,Padi,2026-03-11,31.2,11.9,6.54,4936,4452,10983,7,484
Malang,Cabai,2026-04-10,28.9,0.0,6.72,1127,816,33822,6,311
Semarang,Cabai,2026-02-23,27.7,4.0,6.53,1043,472,31983,4,571
Semarang,Padi,2026-02-21,35.2,1.0,6.35,4596,4577,13527,6,19
Semarang,Cabai,2026-04-13,28.4,11.0,6.4,1006,631,36495,5,375
Semarang,Padi,2026-03-27,28.2,4.8,6.47,4535,5433,18035,6,-898
Semarang,Cabai,2026-03-16,31.8,8.9,6.43,1595,378,26107,7,1217
Malang,Padi,2026-02-04,28.6,4.1,6.21,5283,5381,16068,6,-98
Malang,Cabai,2026-02-19,26.4,4.7,6.28,646,830,34941,6,-184
Semarang,Cabai,2026-04-21,29.2,3.6,6.54,702,1042,37001,5,-340
Malang,Cabai,2026-03-25,27.2,5.5,6.73,1277,1013,32955,4,264
Malang,Cabai,2026-02-19,27.8,1.0,6.09,1046,966,36872,5,80
Semarang,Cabai,2026-02-13,27.6,10.7,6.39,1233,416,31385,7,817
Malang,Padi,2026-01-19,29.9,2.4,6.29,5253,4958,11545,7,295
Malang,Padi,2026-04-29,29.1,18.2,6.73,5348,5174,13462,5,174
Semarang,Cabai,2026-04-18,24.2,1.6,6.4,437,537,31538,4,-100
Semarang,Cabai,2026-04-15,28.9,9.1,6.72,1124,614,28585,5,510
Semarang,Cabai,2026-02-24,27.2,4.2,6.3,1101,907,34051,4,194
Malang,Padi,2026-04-28,29.8,4.9,6.43,5265,5351,12537,5,-86
Malang,Padi,2026-04-05,28.5,7.9,6.56,5549,4387,7945,6,1162
Malang,Cabai,2026-03-18,25.8,6.7,6.37,779,421,32279,6,358
Semarang,Cabai,2026-01-18,30.3,13.3,6.55,832,1186,35681,5,-354
Semarang,Padi,2026-03-17,30.9,3.1,6.54,4689,5174,14901,7,-485
Malang,Padi,2026-01-16,30.6,4.9,6.15,5897,5698,14450,6,199
Semarang,Padi,2026-01-25,27.5,4.4,6.39,5379,5105,11061,5,274
Semarang,Padi,2026-01-19,28.1,10.6,6.82,5458,5302,12714,4,156
Malang,Cabai,2026-04-18,29.0,5.7,6.51,602,1222,39364,4,-620
Malang,Padi,2026-01-10,30.2,2.9,6.5,5027,5043,16076,5,-16
Malang,Padi,2026-04-18,33.4,5.4,5.73,5371,4783,9457,7,588
Malang,Cabai,2026-04-23,30.2,0.0,6.28,1102,1249,37018,4,-147
Malang,Padi,2026-03-09,28.0,6.2,6.8,4385,4911,13964,7,-526
Semarang,Padi,2026-02-22,30.1,7.2,6.68,4856,4826,18221,5,30
Semarang,Padi,2026-04-30,29.0,0.0,6.09,4826,5422,18556,7,-596
Semarang,Padi,2026-02-25,30.8,0.1,6.82,4710,5085,15854,5,-375
Semarang,Cabai,2026-02-20,28.7,11.7,6.36,595,1007,36260,4,-412
Malang,Padi,2026-04-11,28.2,0.0,6.12,4692,5045,18619,5,-353
Semarang,Cabai,2026-02-15,28.4,6.3,6.4,1515,924,31872,6,591
Semarang,Padi,2026-01-19,27.3,9.2,6.5,4952,4656,12981,7,296
Semarang,Padi,2026-02-11,26.7,5.5,6.82,5224,5037,9203,5,187
Malang,Padi,2026-04-14,31.6,7.3,6.36,5015,5309,17351,5,-294
Malang,Cabai,2026-03-21,28.9,4.5,6.41,1127,1400,37781,4,-273
Malang,Cabai,2026-02-25,31.2,5.9,6.54,1057,1700,37322,5,-643
Malang,Padi,2026-03-26,31.2,6.2,6.18,4752,4757,16211,4,-5
Malang,Padi,2026-02-26,31.5,6.8,6.4,4726,5455,15075,4,-729
Malang,Cabai,2026-04-28,28.0,0.0,6.15,1721,1139,30351,7,582
Semarang,Cabai,2026-01-27,25.3,8.9,6.51,1211,1002,34217,6,209
Malang,Cabai,2026-01-22,32.5,11.1,6.4,1243,1289,34710,5,-46
Malang,Padi,2026-04-02,28.3,11.1,6.5,5078,5560,21476,5,-482
Semarang,Cabai,2026-04-27,29.1,5.5,6.58,852,493,36712,4,359
Malang,Padi,2026-01-13,29.9,14.2,6.34,5063,4444,10668,5,619
Malang,Padi,2026-03-06,28.6,9.0,6.62,4652,5149,17602,7,-497
Malang,Cabai,2026-02-16,27.8,7.1,6.27,519,1312,39006,7,-793
Semarang,Padi,2026-01-18,28.1,0.0,6.67,4547,5397,19151,5,-850
Semarang,Padi,2026-01-12,34.3,10.9,6.33,5215,4433,7347,7,782
Malang,Cabai,2026-02-23,30.6,9.1,6.6,515,975,39237,7,-460
Semarang,Padi,2026-03-27,29.9,5.9,6.57,5093,4214,11914,7,879
Malang,Padi,2026-03-15,30.6,0.0,6.37,4814,5179,16474,7,-365
Semarang,Cabai,2026-02-09,28.6,0.0,6.41,1498,839,28033,4,659
Malang,Padi,2026-03-29,30.6,0.4,6.54,4948,5704,17437,4,-756
Semarang,Cabai,2026-04-13,29.5,4.3,6.5,663,1021,33643,5,-358
Semarang,Cabai,2026-03-29,25.8,0.0,6.24,946,441,35231,4,505
Semarang,Padi,2026-01-23,25.8,11.5,6.63,4795,4383,11787,4,412
Malang,Padi,2026-04-01,27.6,8.6,5.98,5428,5399,14276,6,29
Semarang,Cabai,2026-01-21,28.9,3.6,6.73,1628,611,30764,5,1017
Semarang,Cabai,2026-04-20,27.8,5.0,6.33,736,665,35282,5,71
Semarang,Padi,2026-02-28,29.0,5.3,6.44,5164,5420,16431,7,-256
Malang,Padi,2026-02-11,25.0,4.7,6.1,4940,5561,14798,5,-621
Semarang,Cabai,2026-03-25,23.4,6.9,6.79,738,582,35400,5,156
Semarang,Padi,2026-04-13,26.8,13.8,6.63,5011,5684,19428,6,-673
Semarang,Cabai,2026-04-18,29.7,0.0,6.36,1325,479,29238,4,846
Semarang,Cabai,2026-03-16,27.0,7.0,6.69,1289,658,32622,6,631
Semarang,Padi,2026-01-09,29.1,14.6,6.5,5353,4825,10736,6,528
Malang,Cabai,2026-04-24,29.03973063973064,5.0,6.5,1054,859,38321,5,195
Semarang,Cabai,2026-04-06,28.2,8.5,6.69,1062,58,30016,4,1004
Malang,Padi,2026-01-05,29.9,0.0,6.36,5123,5164,16634,5,-41
Semarang,Cabai,2026-03-17,29.0,0.1,6.05,1129,1069,33463,4,60
Malang,Padi,2026-04-08,28.5,7.8,6.87,4357,4720,15396,7,-363
Semarang,Padi,2026-01-20,32.9,5.7,6.48,4940,4825,15521,7,115
Semarang,Cabai,2026-04-15,28.2,1.2,7.02,1125,1245,37875,5,-120
Semarang,Cabai,2026-02-10,24.0,1.2,6.41,1174,1087,34231,5,87
Malang,Padi,2026-04-18,29.0,0.1,6.2,5217,5277,17468,5,-60
Malang,Padi,2026-04-22,27.4,8.5,6.44,5357,5408,14677,4,-51
Semarang,Cabai,2026-03-08,30.3,1.6,6.23,913,1606,40757,6,-693
Malang,Padi,2026-03-16,31.5,0.0,6.6,4815,5646,16614,5,-831
Semarang,Padi,2026-03-07,29.5,0.0,6.06,4933,5098,12574,6,-165
Semarang,Padi,2026-03-27,30.1,4.3,6.66,4647,4857,18345,5,-210
Malang,Padi,2026-02-05,33.6,0.0,6.66,5499,4870,12574,5,629
Malang,Padi,2026-02-25,29.03973063973064,9.0,6.72,5470,4973,13902,4,497
Malang,Padi,2026-03-13,29.4,7.2,6.58,4518,4550,14365,5,-32
Malang,Cabai,2026-03-04,30.7,6.6,6.28,1414,1814,37294,5,-400
Malang,Cabai,2026-04-13,30.0,6.0,6.61,964,986,36921,4,-22
Malang,Padi,2026-03-09,28.8,0.0,6.82,4823,4422,13271,7,401
Semarang,Cabai,2026-02-07,32.5,8.3,6.54,1122,1565,35466,7,-443
Malang,Cabai,2026-04-28,26.7,3.4,6.72,1169,1257,35732,4,-88
Semarang,Padi,2026-01-17,28.4,6.0,6.56,5096,4944,12485,5,152
Semarang,Cabai,2026-04-23,29.8,3.8,6.41,960,1117,32024,7,-157
Malang,Cabai,2026-03-12,29.03973063973064,3.8,6.8,555,699,38760,7,-144
Malang,Padi,2026-01-19,33.1,1.5,6.48,4918,4218,9879,7,700
Semarang,Padi,2026-03-10,30.2,3.1,6.37,5380,4801,11693,6,579
Malang,Cabai,2026-01-28,30.9,0.0,6.26,1173,974,33094,4,199
Semarang,Cabai,2026-01-24,29.1,8.9,6.42,1470,684,32383,6,786
Malang,Padi,2026-02-20,28.3,10.7,6.73,4948,4706,14701,6,242
Semarang,Padi,2026-01-06,26.6,6.1,6.63,4910,5271,14384,4,-361
Malang,Padi,2026-02-18,24.8,2.9,6.51,4917,4536,8463,7,381
Semarang,Cabai,2026-03-10,31.5,10.9,6.34,653,1198,38995,7,-545
Semarang,Padi,2026-01-14,27.3,4.9,6.6,5230,5057,13796,5,173
Semarang,Padi,2026-04-05,27.1,0.3,6.4,4708,5210,14145,6,-502
Semarang,Padi,2026-01-08,26.7,1.2,6.67,5021,5444,17805,5,-423
Semarang,Cabai,2026-02-17,29.3,2.0,6.56,607,1333,40038,7,-726
Malang,Padi,2026-03-25,29.03973063973064,7.2,6.5,4945,4785,12511,7,160
Semarang,Padi,2026-02-22,30.5,2.4,6.45,4961,4959,12754,5,2
Malang,Cabai,2026-01-17,27.2,4.2,6.89,981,627,31135,7,354
Malang,Padi,2026-01-29,26.5,13.1,6.7,4613,5085,18809,6,-472
Malang,Cabai,2026-04-05,33.5,0.0,7.03,1017,1516,35093,4,-499
Malang,Padi,2026-02-12,28.8,6.5,6.71,4486,5062,18669,4,-576
Semarang,Cabai,2026-01-08,27.1,0.3,6.68,536,1670,39757,6,-1134
Semarang,Cabai,2026-03-18,27.6,2.7,6.53,743,572,32189,6,171
Semarang,Cabai,2026-01-07,27.4,9.4,6.35,414,1278,42612,4,-864
Semarang,Padi,2026-04-27,29.0,3.6,6.58,4745,4866,11764,7,-121
Semarang,Padi,2026-04-14,29.9,1.2,5.87,5238,5197,16500,6,41
Malang,Cabai,2026-04-01,29.3,7.9,6.21,1129,771,29499,6,358
Malang,Padi,2026-03-19,27.5,7.6,6.14,5191,5113,13102,6,78
Semarang,Padi,2026-01-10,28.2,0.0,6.43,5271,4890,11494,5,381
Malang,Cabai,2026-02-11,31.6,7.1,6.53,1068,1571,38467,5,-503
Semarang,Cabai,2026-04-17,26.3,1.7,6.39,1481,1294,32790,5,187
Semarang,Padi,2026-03-25,32.3,3.3,6.19,4943,4866,10928,4,77
Semarang,Padi,2026-01-22,26.8,9.9,6.38,4992,4948,13730,7,44
Semarang,Cabai,2026-04-19,31.6,7.5,6.67,765,554,36310,4,211
Semarang,Cabai,2026-02-08,31.0,4.4,6.73,918,489,33603,5,429
Malang,Cabai,2026-02-10,27.1,3.7,6.35,957,926,33100,7,31
Malang,Cabai,2026-03-14,31.7,1.8,6.87,1082,1508,37360,6,-426
Semarang,Cabai,2026-03-02,26.2,4.4,6.53,1013,1532,37296,5,-519
Semarang,Cabai,2026-03-04,27.6,9.8,6.2,1073,682,27399,7,391
Malang,Cabai,2026-03-12,28.4,4.7,6.46,1072,892,34238,4,180
Semarang,Padi,2026-01-14,28.7,0.5,6.62,4915,4854,14719,7,61
Semarang,Cabai,2026-02-01,31.5,0.0,6.29,1200,1700,36345,7,-500
Semarang,Cabai,2026-03-22,27.1,10.7,6.57,1348,1434,31250,6,-86
Semarang,Cabai,2026-01-04,25.6,0.0,6.79,837,1284,37178,6,-447
Malang,Padi,2026-01-21,29.5,12.3,6.37,5020,4392,9515,7,628
Malang,Cabai,2026-04-23,29.7,8.7,6.61,390,817,35200,6,-427
Malang,Cabai,2026-02-24,31.1,6.5,6.78,790,433,36125,7,357
Malang,Cabai,2026-02-06,29.03973063973064,9.2,6.52,781,823,35791,7,-42
Semarang,Cabai,2026-02-17,28.4,4.7,7.02,1052,1333,37448,7,-281
Malang,Padi,2026-02-27,23.4,0.0,6.57,4184,5028,19542,4,-844
Malang,Padi,2026-02-24,30.7,8.0,6.69,5481,5438,14178,4,43
Semarang,Padi,2026-04-06,28.4,10.6,6.61,4885,5529,16636,4,-644
Semarang,Cabai,2026-01-01,27.1,4.9,6.34,1280,661,31674,6,619
Semarang,Cabai,2026-01-30,29.8,0.1,6.55,1170,983,34132,5,187
Semarang,Cabai,2026-02-08,30.8,11.9,6.31,1530,878,35728,4,652
Semarang,Padi,2026-01-15,30.4,3.1,6.51,5431,4871,10364,6,560
Malang,Padi,2026-04-21,28.0,11.0,6.38,5350,5322,13403,7,28
